# This file is generated by MACS version 2.1.1.20160309
# Command line: callpeak -t GSM1018048_sora_H3K4me3.bed -f BED --nomodel
# ARGUMENTS LIST:
# name = NA
# format = BED
# ChIP-seq file = ['GSM1018048_sora_H3K4me3.bed']
# control file = None
# effective genome size = 2.70e+09
# band width = 300
# model fold = [5, 50]
# qvalue cutoff = 5.00e-02
# Larger dataset will be scaled towards smaller dataset.
# Range for calculating regional lambda is: 10000 bps
# Broad region calling is off
# Paired-End mode is off

# tag size is determined as 150 bps
# total tags in treatment: 18115973
# tags after filtering in treatment: 18115972
# maximum duplicate tags at the same position in treatment = 1
# Redundant rate in treatment: 0.00
# d = 200
chr	start	end	length	abs_summit	pileup	-log10(pvalue)	fold_enrichment	-log10(qvalue)	name
chr22	30641677	30641901	225	30641761	9.00	5.80944	4.26999	3.70347	NA_peak_21461
chr22	30652359	30653699	1341	30653230	56.00	29.13833	6.49203	26.68140	NA_peak_21462
chr22	30659016	30659333	318	30659159	24.00	22.55727	10.67498	20.18311	NA_peak_21463
chr22	30684300	30685610	1311	30685292	126.00	74.65805	8.58108	71.43730	NA_peak_21464
chr22	30721907	30722956	1050	30722728	138.00	98.56810	11.50662	94.66821	NA_peak_21465
chr22	30723161	30723427	267	30723285	48.00	16.36554	4.06977	14.07277	NA_peak_21466
chr22	30752002	30753534	1533	30752686	133.00	76.68618	8.30235	73.41663	NA_peak_21467
chr22	30782495	30783216	722	30782967	111.00	96.06766	15.51247	92.25206	NA_peak_21468
chr22	30783558	30783772	215	30783695	28.00	10.56018	4.02778	8.35581	NA_peak_21469
chr22	30792733	30794389	1657	30793177	127.00	84.07150	10.11058	80.61162	NA_peak_21470
chr22	30819205	30820608	1404	30819835	89.00	39.78034	5.79151	37.18409	NA_peak_21471
chr22	30821436	30822509	1074	30821974	84.00	36.12077	5.51232	33.57352	NA_peak_21472
chr22	30841105	30841310	206	30841222	14.00	10.74554	6.40499	8.53631	NA_peak_21473
chr22	30901137	30901960	824	30901521	121.00	114.85532	18.71166	110.33738	NA_peak_21474
chr22	30969879	30970563	685	30970380	45.00	39.46825	12.63736	36.87622	NA_peak_21475
chr22	30987081	30988584	1504	30987791	138.00	92.96742	10.48266	89.24972	NA_peak_21476
chr22	31001501	31001726	226	31001635	27.00	10.49749	4.10557	8.29405	NA_peak_21477
chr22	31002246	31003266	1021	31002956	80.00	61.18798	11.84211	58.25136	NA_peak_21478
chr22	31031278	31032558	1281	31031858	77.00	58.10089	11.50443	55.22007	NA_peak_21479
chr22	31063148	31064573	1426	31063702	140.00	88.34419	9.50135	84.76427	NA_peak_21480
chr22	31089989	31090660	672	31090429	110.00	89.45239	13.87500	85.83995	NA_peak_21481
chr22	31090888	31091282	395	31091049	70.00	44.92340	8.87500	42.25446	NA_peak_21482
chr22	31198542	31199830	1289	31199269	52.00	38.48899	10.23166	35.91020	NA_peak_21483
chr22	31226407	31226893	487	31226606	14.00	10.74554	6.40499	8.53631	NA_peak_21484
chr22	31364511	31366309	1799	31365381	118.00	63.91679	7.54119	60.92755	NA_peak_21485
chr22	31476771	31478160	1390	31477489	145.00	90.36972	9.35897	86.73007	NA_peak_21486
chr22	31481054	31481265	212	31481161	47.00	11.37344	3.07298	9.15488	NA_peak_21487
chr22	31502783	31503637	855	31503376	145.00	112.26424	13.24864	107.85439	NA_peak_21488
chr22	31503857	31504174	318	31504012	66.00	31.73690	6.06884	29.24691	NA_peak_21489
chr22	31518876	31519418	543	31519074	59.00	60.34190	17.75148	57.42095	NA_peak_21490
chr22	31555755	31556824	1070	31556418	157.00	118.98304	12.88744	114.28407	NA_peak_21491
chr22	31607889	31609087	1199	31608387	131.00	106.30687	14.19355	102.13285	NA_peak_21492
chr22	31686492	31688553	2062	31687042	72.00	41.44134	7.68421	38.82218	NA_peak_21493
chr22	31741552	31741974	423	31741795	93.00	40.66758	5.67633	38.05913	NA_peak_21494
chr22	31742244	31743921	1678	31742919	101.00	46.98801	6.14458	44.28819	NA_peak_21495
chr22	31795054	31796558	1505	31795806	151.00	99.37468	10.20134	95.44719	NA_peak_21496
chr22	31884912	31886812	1901	31886262	125.00	71.08731	8.09769	67.94807	NA_peak_21497
chr22	31891789	31893251	1463	31892749	132.00	81.80901	9.19779	78.40973	NA_peak_21498
chr22	32026019	32027134	1116	32026683	99.00	78.97583	13.19261	75.64957	NA_peak_21499
chr22	32057141	32058812	1672	32058106	129.00	77.49820	8.77193	74.20836	NA_peak_21500
chr22	32072708	32073282	575	32073073	64.00	70.35451	20.70064	67.23138	NA_peak_21501
chr22	32145190	32146170	981	32145966	150.00	83.60392	8.00636	80.15645	NA_peak_21502
chr22	32150008	32150700	693	32150229	130.00	68.47252	7.33483	65.39020	NA_peak_21503
chr22	32339809	32340310	502	32340200	72.00	25.45083	4.43499	23.04032	NA_peak_21504
chr22	32340627	32341982	1356	32341138	128.00	70.94798	7.83718	67.81194	NA_peak_21505
chr22	32366274	32367157	884	32366626	102.00	90.72447	16.04361	87.07443	NA_peak_21506
chr22	32533646	32534512	867	32533972	64.00	51.70217	12.31061	48.92919	NA_peak_21507
chr22	32599904	32601661	1758	32601328	86.00	40.25383	6.08392	37.65104	NA_peak_21508
chr22	32662101	32662344	244	32662196	17.00	14.05834	7.68599	11.79753	NA_peak_21509
chr22	32807328	32808326	999	32808072	128.00	96.88113	12.54864	93.03813	NA_peak_21510
chr22	32870321	32872204	1884	32871077	122.00	57.93098	6.40625	55.05302	NA_peak_21511
chr22	33192925	33193127	203	33193061	18.00	9.15979	4.70297	6.98030	NA_peak_21512
chr22	33197414	33198387	974	33197712	46.00	34.27930	10.00000	31.75638	NA_peak_21513
chr22	33453875	33454794	920	33454204	40.00	34.40257	11.78161	31.87813	NA_peak_21514
chr22	33730637	33730950	314	33730777	11.00	7.62093	5.08475	5.47506	NA_peak_21515
chr22	33834467	33834695	229	33834591	15.00	11.82423	6.83199	9.59739	NA_peak_21516
chr22	33915197	33915433	237	33915319	16.00	12.92898	7.25899	10.68499	NA_peak_21517
chr22	33935922	33936810	889	33936042	11.00	7.68347	5.12399	5.53241	NA_peak_21518
chr22	34249462	34250555	1094	34249791	62.00	53.36188	13.51931	50.56177	NA_peak_21519
chr22	34315721	34316443	723	34316202	95.00	35.11217	4.76190	32.57839	NA_peak_21520
chr22	34317283	34318751	1469	34317477	100.00	38.72054	5.01490	36.13861	NA_peak_21521
chr22	35552671	35552974	304	35552822	12.00	8.67317	5.55099	6.50171	NA_peak_21522
chr22	35626665	35627660	996	35626900	29.00	21.72816	8.67052	19.36453	NA_peak_21523
chr22	35653049	35654485	1437	35653293	115.00	73.80477	9.53947	70.60423	NA_peak_21524
chr22	35695511	35697166	1656	35696012	144.00	96.87930	10.50725	93.03641	NA_peak_21525
chr22	35746966	35747533	568	35747163	80.00	77.62257	17.76316	74.32992	NA_peak_21526
chr22	35767619	35767962	344	35767818	36.00	37.25733	14.80000	34.69506	NA_peak_21527
chr22	35777064	35778241	1178	35777318	139.00	96.72208	11.04101	92.88438	NA_peak_21528
chr22	35795501	35795935	435	35795738	72.00	37.31747	6.72192	34.75441	NA_peak_21529
chr22	35796088	35796769	682	35796298	132.00	98.12724	12.22426	94.24258	NA_peak_21530
chr22	35936053	35936369	317	35936226	46.00	17.42137	4.45920	15.11411	NA_peak_21531
chr22	35936551	35937779	1229	35936724	93.00	58.21045	8.95238	55.32771	NA_peak_21532
chr22	36023241	36024267	1027	36023657	92.00	77.15949	14.17683	73.87820	NA_peak_21533
chr22	36044200	36045257	1058	36044649	94.00	75.90201	13.34270	72.65141	NA_peak_21534
chr22	36231848	36232533	686	36232175	72.00	32.77092	5.76619	30.26760	NA_peak_21535
chr22	36235846	36236534	689	36236292	83.00	43.24554	6.89655	40.60082	NA_peak_21536
chr22	36242955	36243467	513	36243244	14.00	10.74554	6.40499	8.53631	NA_peak_21537
chr22	36310621	36311448	828	36310930	72.00	62.09455	14.09266	59.14090	NA_peak_21538
chr22	36318111	36318532	422	36318490	9.00	5.80944	4.26999	3.70347	NA_peak_21539
chr22	36423690	36424503	814	36424182	112.00	64.33476	8.11782	61.33732	NA_peak_21540
chr22	36424668	36425716	1049	36425451	96.00	50.02487	7.01881	47.27838	NA_peak_21541
chr22	36461597	36462758	1162	36462283	113.00	78.55791	10.75472	75.24191	NA_peak_21542
chr22	36519807	36520157	351	36519971	35.00	37.53909	15.37198	34.97303	NA_peak_21543
chr22	36617771	36618014	244	36617872	16.00	12.92898	7.25899	10.68499	NA_peak_21544
chr22	36634773	36635950	1178	36635458	106.00	75.99570	11.19247	72.74304	NA_peak_21545
chr22	36648943	36649569	627	36649251	34.00	29.21960	11.07595	26.76159	NA_peak_21546
chr22	36747638	36747963	326	36747791	12.00	7.65994	4.92424	5.51334	NA_peak_21547
chr22	36757359	36757796	438	36757629	14.00	8.35541	4.96689	6.19270	NA_peak_21548
chr22	36781949	36784062	2114	36783377	121.00	46.09469	5.00821	43.40835	NA_peak_21549
chr22	36784430	36784813	384	36784550	102.00	33.52753	4.28096	31.01441	NA_peak_21550
chr22	36850760	36851676	917	36851048	58.00	50.66666	13.59447	47.91009	NA_peak_21551
chr22	36877058	36878637	1580	36877956	136.00	85.66262	9.44828	82.15912	NA_peak_21552
chr22	36902704	36903599	896	36903013	91.00	79.18872	15.08197	75.85693	NA_peak_21553
chr22	36924237	36925261	1025	36924860	145.00	91.15812	9.48052	87.49509	NA_peak_21554
chr22	36925502	36925992	491	36925699	101.00	50.07146	6.63199	47.32426	NA_peak_21555
chr22	36942276	36943160	885	36942684	18.00	14.88528	7.91667	12.61324	NA_peak_21556
chr22	37055767	37056731	965	37056417	20.00	16.29839	8.20312	14.00651	NA_peak_21557
chr22	37099090	37099638	549	37099488	18.00	15.21100	8.11299	12.93361	NA_peak_21558
chr22	37171504	37172238	735	37172004	149.00	128.32701	16.09442	123.18446	NA_peak_21559
chr22	37172593	37172858	266	37172740	55.00	27.02048	6.04752	24.59034	NA_peak_21560
chr22	37212616	37213464	849	37213100	28.00	25.55009	11.06870	23.13832	NA_peak_21561
chr22	37252660	37252885	226	37252748	20.00	17.58159	8.96699	15.27173	NA_peak_21562
chr22	37373547	37374324	778	37374117	81.00	74.18736	16.07843	70.97796	NA_peak_21563
chr22	37414847	37415501	655	37415305	119.00	73.40829	9.03615	70.21687	NA_peak_21564
chr22	37415804	37416717	914	37416062	111.00	65.80090	8.47201	62.77411	NA_peak_21565
chr22	37428335	37428918	584	37428742	22.00	20.03262	9.82099	17.69062	NA_peak_21566
chr22	37447387	37448549	1163	37447990	67.00	52.70238	11.92982	49.91314	NA_peak_21567
chr22	37562831	37563053	223	37562884	13.00	9.69456	5.97799	7.50379	NA_peak_21568
chr22	37582582	37582781	200	37582715	20.00	7.94482	3.86029	5.78925	NA_peak_21569
chr22	37582947	37583263	317	37583071	20.00	7.94482	3.86029	5.78925	NA_peak_21570
chr22	37583483	37584545	1063	37584176	46.00	30.70578	8.57664	28.22889	NA_peak_21571
chr22	37594701	37595493	793	37595263	90.00	65.30663	11.12469	62.28964	NA_peak_21572
chr22	37663251	37663598	348	37663422	24.00	22.55727	10.67498	20.18311	NA_peak_21573
chr22	37719901	37720103	203	37720059	12.00	8.67317	5.55099	6.50171	NA_peak_21574
chr22	37822768	37824158	1391	37823348	119.00	84.09769	11.11111	80.63716	NA_peak_21575
chr22	37838815	37839035	221	37838938	13.00	9.69456	5.97799	7.50379	NA_peak_21576
chr22	37897440	37897773	334	37897633	16.00	12.92898	7.25899	10.68499	NA_peak_21577
chr22	37908814	37909049	236	37908930	11.00	7.68347	5.12399	5.53241	NA_peak_21578
chr22	37914284	37916014	1731	37915233	110.00	71.99847	9.77113	68.83890	NA_peak_21579
chr22	37941521	37942129	609	37941975	29.00	26.66702	11.36364	24.24122	NA_peak_21580
chr22	37956601	37957898	1298	37957207	94.00	55.37125	8.23224	52.53743	NA_peak_21581
chr22	37988345	37988637	293	37988517	19.00	16.38577	8.53999	14.09208	NA_peak_21582
chr22	38003296	38005598	2303	38005201	123.00	64.40553	7.24299	61.40668	NA_peak_21583
chr22	38035321	38036268	948	38035871	76.00	60.74224	12.58170	57.81389	NA_peak_21584
chr22	38053959	38054444	486	38054270	87.00	68.12968	12.50000	65.05475	NA_peak_21585
chr22	38054784	38055017	234	38054854	37.00	17.58954	5.39773	15.27960	NA_peak_21586
chr22	38055183	38055634	452	38055335	55.00	33.61651	7.93201	31.10222	NA_peak_21587
chr22	38071261	38073211	1951	38071793	114.00	59.55419	7.16958	56.64746	NA_peak_21588
chr22	38082296	38083220	925	38082799	146.00	112.72261	13.19569	108.29408	NA_peak_21589
chr22	38141451	38142035	585	38141847	101.00	49.28563	6.50510	46.55067	NA_peak_21590
chr22	38142347	38143462	1116	38142636	127.00	72.56823	8.16327	69.39610	NA_peak_21591
chr22	38198254	38198990	737	38198668	85.00	19.37644	3.13183	17.04318	NA_peak_21592
chr22	38201319	38203792	2474	38201513	109.00	28.93793	3.58073	26.48356	NA_peak_21593
chr22	38203980	38204299	320	38204115	93.00	26.18993	3.71248	23.77023	NA_peak_21594
chr22	38213838	38214171	334	38213991	29.00	29.15543	12.80998	26.69818	NA_peak_21595
chr22	38239509	38240424	916	38240091	91.00	45.78012	6.67634	43.09855	NA_peak_21596
chr22	38240648	38240997	350	38240812	73.00	19.70107	3.51044	17.36363	NA_peak_21597
chr22	38244734	38246203	1470	38245628	139.00	80.33282	8.36320	76.97207	NA_peak_21598
chr22	38301703	38302176	474	38301884	59.00	30.10091	6.39659	27.63169	NA_peak_21599
chr22	38302414	38303339	926	38302923	103.00	73.59871	11.08742	70.40290	NA_peak_21600
chr22	38349078	38350462	1385	38349897	152.00	108.35181	11.59091	104.09971	NA_peak_21601
chr22	38452914	38453944	1031	38453286	121.00	97.01183	13.73874	93.16504	NA_peak_21602
chr22	38506177	38507351	1175	38506343	30.00	22.04854	8.56354	19.68091	NA_peak_21603
chr22	38577320	38577866	547	38577667	91.00	81.01160	15.69966	77.63300	NA_peak_21604
chr22	38597604	38597826	223	38597715	64.00	17.58602	3.51351	15.27611	NA_peak_21605
chr22	38598031	38599582	1552	38598276	155.00	89.43942	8.42333	85.82751	NA_peak_21606
chr22	38667983	38669356	1374	38668647	136.00	97.07001	11.47404	93.22108	NA_peak_21607
chr22	38711829	38713245	1417	38712778	113.00	57.82133	6.97674	54.94528	NA_peak_21608
chr22	38713540	38714016	477	38713724	68.00	22.93595	4.21760	20.55704	NA_peak_21609
chr22	38731964	38732708	745	38732432	82.00	76.86018	16.80162	73.58630	NA_peak_21610
chr22	38793421	38795615	2195	38794723	126.00	64.47687	7.04772	61.47664	NA_peak_21611
chr22	38808433	38809011	579	38808813	44.00	44.73961	15.73427	42.07328	NA_peak_21612
chr22	38850668	38851120	453	38851001	28.00	13.28863	5.03472	11.03963	NA_peak_21613
chr22	38851486	38852195	710	38851731	64.00	48.36246	11.09215	45.64190	NA_peak_21614
chr22	38857452	38857977	526	38857830	14.00	10.74554	6.40499	8.53631	NA_peak_21615
chr22	38863646	38864821	1176	38864368	127.00	102.40528	13.97380	98.37113	NA_peak_21616
chr22	38900740	38902369	1630	38902038	136.00	64.67173	6.47448	61.66755	NA_peak_21617
chr22	38902612	38903007	396	38902767	101.00	37.62128	4.82498	35.05411	NA_peak_21618
chr22	38965757	38967215	1459	38966621	128.00	89.80509	11.08247	86.18269	NA_peak_21619
chr22	39051829	39053381	1553	39052856	138.00	81.68483	8.64428	78.28865	NA_peak_21620
chr22	39077497	39078762	1266	39078196	144.00	117.55293	14.52906	112.91761	NA_peak_21621
chr22	39095788	39096921	1134	39096427	123.00	60.15460	6.64523	57.23695	NA_peak_21622
chr22	39097080	39097620	541	39097374	117.00	46.22816	5.18909	43.53979	NA_peak_21623
chr22	39101226	39101458	233	39101338	80.00	21.21354	3.49138	18.85671	NA_peak_21624
chr22	39101994	39103139	1146	39102518	127.00	75.62579	8.64865	72.38179	NA_peak_21625
chr22	39151124	39151864	741	39151376	78.00	42.96740	7.34201	40.32657	NA_peak_21626
chr22	39152115	39152894	780	39152311	118.00	83.20357	11.05948	79.76702	NA_peak_21627
chr22	39189481	39190532	1052	39189843	122.00	108.36519	16.53226	104.11239	NA_peak_21628
chr22	39238873	39239599	727	39239380	65.00	47.50038	10.57692	44.79293	NA_peak_21629
chr22	39239762	39239961	200	39239840	25.00	10.05115	4.15335	7.85482	NA_peak_21630
chr22	39240168	39240491	324	39240338	37.00	19.54279	6.07029	17.20735	NA_peak_21631
chr22	39267296	39268263	968	39267899	89.00	38.58647	5.59701	36.00636	NA_peak_21632
chr22	39268439	39269276	838	39268641	118.00	63.12741	7.41895	60.15370	NA_peak_21633
chr22	39319727	39319942	216	39319839	27.00	12.08389	4.69799	9.85328	NA_peak_21634
chr22	39320097	39320581	485	39320400	43.00	25.99567	7.40741	23.57830	NA_peak_21635
chr22	39323182	39323817	636	39323351	46.00	28.83188	7.88591	26.37885	NA_peak_21636
chr22	39378047	39378839	793	39378629	49.00	43.61213	13.29787	40.96212	NA_peak_21637
chr22	39410237	39411172	936	39410502	106.00	87.23644	14.07895	83.68835	NA_peak_21638
chr22	39436335	39436539	205	39436448	26.00	9.71609	3.92442	7.52496	NA_peak_21639
chr22	39436771	39437647	877	39437206	105.00	90.73949	15.31792	87.08913	NA_peak_21640
chr22	39540986	39542250	1265	39541496	148.00	122.96026	15.05051	118.07027	NA_peak_21641
chr22	39548095	39549551	1457	39549083	122.00	88.29676	11.58192	84.71821	NA_peak_21642
chr22	39638616	39641022	2407	39640313	108.00	42.86877	5.18061	40.22938	NA_peak_21643
chr22	39649215	39650024	810	39649442	17.00	12.70011	6.87023	10.46060	NA_peak_21644
chr22	39704571	39705329	759	39704797	23.00	20.32274	9.67742	17.97712	NA_peak_21645
chr22	39714644	39715649	1006	39715463	141.00	66.57658	6.43699	63.53386	NA_peak_21646
chr22	39715900	39716458	559	39716126	130.00	57.76224	5.95455	54.88724	NA_peak_21647
chr22	39745513	39746846	1334	39746449	102.00	74.00638	11.34361	70.80116	NA_peak_21648
chr22	39795241	39796486	1246	39795490	128.00	87.90981	10.71429	84.34258	NA_peak_21649
chr22	39853515	39854409	895	39854140	37.00	30.53076	10.79545	28.05608	NA_peak_21650
chr22	39897890	39899335	1446	39898768	119.00	80.53224	10.38062	77.16627	NA_peak_21651
chr22	39915440	39916141	702	39915962	144.00	60.61124	5.64202	57.68538	NA_peak_21652
chr22	39916301	39917856	1556	39916791	163.00	75.77116	6.38132	72.52378	NA_peak_21653
chr22	39928052	39928827	776	39928563	119.00	86.30236	11.58301	82.78118	NA_peak_21654
chr22	39929096	39929352	257	39929216	47.00	18.59114	4.66926	16.26827	NA_peak_21655
chr22	39953345	39954158	814	39953649	24.00	19.44785	8.86525	17.11366	NA_peak_21656
chr22	40123798	40124029	232	40123904	13.00	9.69456	5.97799	7.50379	NA_peak_21657
chr22	40439921	40441074	1154	40440908	133.00	83.04158	9.30556	79.60955	NA_peak_21658
chr22	40441338	40441942	605	40441614	98.00	50.19942	6.88456	47.45027	NA_peak_21659
chr22	40573266	40575255	1990	40574227	117.00	67.84938	8.26331	64.78037	NA_peak_21660
chr22	40634970	40635573	604	40635119	14.00	10.74554	6.40499	8.53631	NA_peak_21661
chr22	40741743	40743364	1622	40742325	125.00	69.07227	7.78739	65.97710	NA_peak_21662
chr22	40766376	40767523	1148	40766790	136.00	104.03666	12.87594	99.94362	NA_peak_21663
chr22	40894872	40895276	405	40895012	36.00	23.59961	7.83898	21.21252	NA_peak_21664
chr22	40895590	40895789	200	40895617	14.00	5.08830	3.19149	3.00518	NA_peak_21665
chr22	40898823	40899172	350	40898990	30.00	17.53738	6.45833	15.22859	NA_peak_21666
chr22	40905627	40905826	200	40905766	11.00	5.77762	3.94737	3.67955	NA_peak_21667
chr22	40906110	40906370	261	40906160	11.00	5.90945	4.02685	3.80149	NA_peak_21668
chr22	40927952	40930027	2076	40929786	36.00	15.24292	4.75578	12.96517	NA_peak_21669
chr22	41031574	41032743	1170	41032560	126.00	68.91987	7.68765	65.82812	NA_peak_21670
chr22	41033003	41033626	624	41033274	108.00	52.92194	6.58213	50.12907	NA_peak_21671
chr22	41042435	41042866	432	41042610	37.00	29.93078	10.49724	27.46371	NA_peak_21672
chr22	41047490	41048798	1309	41047983	133.00	110.59654	14.85588	106.25410	NA_peak_21673
chr22	41107826	41108044	219	41107933	17.00	11.49477	6.16438	9.27434	NA_peak_21674
chr22	41110315	41110972	658	41110830	23.00	18.41554	8.57143	16.09494	NA_peak_21675
chr22	41142519	41142924	406	41142693	18.00	15.21100	8.11299	12.93361	NA_peak_21676
chr22	41214565	41215912	1348	41215222	156.00	120.36373	13.28257	115.59954	NA_peak_21677
chr22	41251760	41253787	2028	41253318	154.00	80.52958	7.36692	77.16370	NA_peak_21678
chr22	41346529	41347179	651	41346864	137.00	75.49210	7.82313	72.25113	NA_peak_21679
chr22	41347379	41348416	1038	41348003	135.00	73.65696	7.70975	70.45973	NA_peak_21680
chr22	41417466	41418989	1524	41418525	128.00	77.99761	8.94591	74.69562	NA_peak_21681
chr22	41487095	41487522	428	41487326	140.00	63.57235	6.14112	60.58994	NA_peak_21682
chr22	41487781	41488300	520	41487971	122.00	49.43625	5.34783	46.69904	NA_peak_21683
chr22	41488491	41489522	1032	41488966	130.00	55.58912	5.70061	52.75155	NA_peak_21684
chr22	41592985	41594274	1290	41593775	130.00	94.29925	11.71735	90.53972	NA_peak_21685
chr22	41600954	41602051	1098	41601515	150.00	137.04272	18.01909	131.46848	NA_peak_21686
chr22	41681265	41682274	1010	41682050	120.00	75.89055	9.37985	72.64027	NA_peak_21687
chr22	41682521	41683009	489	41682662	72.00	32.22755	5.65892	29.73116	NA_peak_21688
chr22	41697091	41698864	1774	41698047	125.00	69.58323	7.86517	66.47714	NA_peak_21689
chr22	41776799	41778638	1840	41778134	129.00	80.44226	9.25926	77.07851	NA_peak_21690
chr22	41809124	41810734	1611	41809751	123.00	78.20375	9.48012	74.89657	NA_peak_21691
chr22	41840057	41840443	387	41840352	115.00	21.56927	2.80329	19.20767	NA_peak_21692
chr22	41840673	41841262	590	41840861	111.00	19.71974	2.70401	17.38207	NA_peak_21693
chr22	41841555	41842784	1230	41842576	157.00	43.90344	3.81827	41.24932	NA_peak_21694
chr22	41843030	41844379	1350	41843445	132.00	29.91389	3.21256	27.44706	NA_peak_21695
chr22	41864130	41865829	1700	41864562	159.00	96.99486	9.14286	93.14867	NA_peak_21696
chr22	41939700	41940963	1264	41940204	142.00	113.10277	13.88350	108.65970	NA_peak_21697
chr22	41985091	41985884	794	41985664	123.00	91.30625	12.08577	87.63837	NA_peak_21698
chr22	41986198	41986514	317	41986342	94.00	60.08319	9.24125	57.16693	NA_peak_21699
chr22	42016101	42017110	1010	42016917	110.00	46.55999	5.56112	43.86670	NA_peak_21700
chr22	42017312	42018174	863	42017504	149.00	79.31717	7.52257	75.98209	NA_peak_21701
chr22	42062932	42063719	788	42063134	37.00	28.80124	9.94764	26.34856	NA_peak_21702
chr22	42083870	42085459	1590	42085176	144.00	85.84530	8.76663	82.33689	NA_peak_21703
chr22	42093296	42093595	300	42093439	24.00	22.55727	10.67498	20.18311	NA_peak_21704
chr22	42196178	42197433	1256	42196833	139.00	97.97878	11.27214	94.09897	NA_peak_21705
chr22	42228297	42228908	612	42228483	91.00	40.96539	5.85242	38.35275	NA_peak_21706
chr22	42229137	42230218	1082	42229320	150.00	94.52940	9.54488	90.76254	NA_peak_21707
chr22	42310403	42311390	988	42310865	48.00	43.55641	13.61111	40.90718	NA_peak_21708
chr22	42321969	42322921	953	42322451	85.00	72.27814	14.28571	69.11229	NA_peak_21709
chr22	42342085	42343454	1370	42343086	140.00	110.97841	13.74269	106.62037	NA_peak_21710
chr22	42353593	42354132	540	42353979	26.00	25.14983	11.52898	22.74308	NA_peak_21711
chr22	42372322	42373480	1159	42372622	82.00	68.45634	13.74172	65.37444	NA_peak_21712
chr22	42394357	42395446	1090	42394968	95.00	82.29969	15.09434	78.88715	NA_peak_21713
chr22	42466256	42467396	1141	42466742	121.00	97.13786	13.76975	93.28675	NA_peak_21714
chr22	42475228	42476509	1282	42475887	127.00	96.74918	12.67327	92.91082	NA_peak_21715
chr22	42486068	42486823	756	42486619	147.00	100.15229	10.74020	96.19715	NA_peak_21716
chr22	42487037	42487595	559	42487265	120.00	72.44665	8.76812	69.27698	NA_peak_21717
chr22	42665312	42667193	1882	42666273	114.00	64.94647	8.04196	61.93683	NA_peak_21718
chr22	42739145	42739544	400	42739333	45.00	32.11411	9.34959	29.61919	NA_peak_21719
chr22	42739732	42740382	651	42740175	56.00	44.22824	11.49194	41.56933	NA_peak_21720
chr22	42764509	42765836	1328	42765155	100.00	65.55975	9.67433	62.53759	NA_peak_21721
chr22	42833654	42834319	666	42833863	100.00	105.80853	22.14912	101.65238	NA_peak_21722
chr22	42840313	42840822	510	42840439	15.00	11.82423	6.83199	9.59739	NA_peak_21723
chr22	42895888	42896856	969	42896346	83.00	78.72330	17.21311	75.40294	NA_peak_21724
chr22	42915290	42916198	909	42915701	162.00	144.10989	17.30361	138.15352	NA_peak_21725
chr22	42929140	42929343	204	42929246	15.00	11.82423	6.83199	9.59739	NA_peak_21726
chr22	42949219	42950302	1084	42949631	144.00	126.53027	16.62844	121.47639	NA_peak_21727
chr22	42977509	42978363	855	42977930	112.00	107.89388	18.95973	103.66042	NA_peak_21728
chr22	43009957	43011910	1954	43010465	130.00	77.88937	8.74499	74.59002	NA_peak_21729
chr22	43044539	43045266	728	43045054	131.00	104.90194	13.86555	100.77837	NA_peak_21730
chr22	43045518	43045951	434	43045714	68.00	37.86304	7.29387	35.29265	NA_peak_21731
chr22	43058155	43058831	677	43058376	106.00	105.33517	19.88848	101.19580	NA_peak_21732
chr22	43115892	43117392	1501	43116407	94.00	57.23547	8.62069	54.36963	NA_peak_21733
chr22	43252122	43253324	1203	43252660	134.00	95.47218	11.42132	91.67498	NA_peak_21734
chr22	43335845	43336329	485	43336195	13.00	9.69456	5.97799	7.50379	NA_peak_21735
chr22	43355400	43356240	841	43355740	16.00	11.73569	6.53846	9.51165	NA_peak_21736
chr22	43390876	43391310	435	43391127	29.00	21.25093	8.42697	18.89358	NA_peak_21737
chr22	43397996	43398652	657	43398272	12.00	8.45722	5.41667	6.29268	NA_peak_21738
chr22	43409945	43411809	1865	43410767	121.00	72.47266	8.67710	69.30253	NA_peak_21739
chr22	43484799	43485881	1083	43485221	110.00	88.43176	13.60294	84.84931	NA_peak_21740
chr22	43506320	43507645	1326	43507085	115.00	77.47472	10.26549	74.18546	NA_peak_21741
chr22	43538752	43539743	992	43539046	112.00	92.52811	14.30380	88.82309	NA_peak_21742
chr22	43547082	43548728	1647	43547732	103.00	66.64071	9.52381	63.59670	NA_peak_21743
chr22	43582317	43583099	783	43582724	79.00	45.76197	7.85855	43.08063	NA_peak_21744
chr22	43583726	43584285	560	43583975	99.00	65.28874	9.74659	62.27220	NA_peak_21745
chr22	43738481	43739369	889	43739225	15.00	11.11471	6.40000	8.90002	NA_peak_21746
chr22	44207635	44208922	1288	44208038	129.00	94.01496	11.79673	90.26506	NA_peak_21747
chr22	44319280	44320504	1225	44319806	87.00	64.13452	11.34021	61.14101	NA_peak_21748
chr22	44350639	44352089	1451	44351499	140.00	88.42415	9.51417	84.84207	NA_peak_21749
chr22	44419549	44420963	1415	44419933	79.00	55.16917	10.25641	52.33874	NA_peak_21750
chr22	44433692	44433979	288	44433806	18.00	15.21100	8.11299	12.93361	NA_peak_21751
chr22	44721878	44722400	523	44722238	43.00	37.26913	12.22222	34.70672	NA_peak_21752
chr22	44727070	44727652	583	44727542	37.00	25.95941	8.63636	23.54255	NA_peak_21753
