Chr	Start	Stop	NFR_Length	Chr_Length
2	96433	96529	96	813167
2	96599	96684	85	813167
2	100157	100369	212	813167
2	101213	101468	255	813167
2	101719	101854	135	813167
2	101975	102026	51	813167
2	102303	102373	70	813167
2	104648	104715	67	813167
2	105169	105242	73	813167
2	107335	107412	77	813167
2	107508	107684	176	813167
2	107756	107889	133	813167
2	108333	108397	64	813167
2	109867	109942	75	813167
2	110015	110116	101	813167
2	110198	110283	85	813167
2	110402	110476	74	813167
2	110568	110684	116	813167
2	111232	111403	171	813167
2	111510	111572	62	813167
2	112766	112833	67	813167
2	113142	113192	50	813167
2	113293	113343	50	813167
2	113449	113638	189	813167
2	113745	113815	70	813167
2	113918	113972	54	813167
2	114078	114139	61	813167
2	114405	114460	55	813167
2	115364	115420	56	813167
2	116374	116435	61	813167
2	116724	116777	53	813167
2	116932	117091	159	813167
2	117219	117308	89	813167
2	117321	117456	135	813167
2	118362	118412	50	813167
2	119175	119243	68	813167
2	119310	119400	90	813167
2	120206	120275	69	813167
2	121799	121876	77	813167
2	121982	122058	76	813167
2	122157	122347	190	813167
2	122398	122498	100	813167
2	122564	122693	129	813167
2	124035	124085	50	813167
2	124661	124727	66	813167
2	124830	125052	222	813167
2	125135	125214	79	813167
2	125762	125816	54	813167
2	127255	127308	53	813167
2	127420	127485	65	813167
2	127565	127742	177	813167
2	132030	132090	60	813167
2	132217	132421	204	813167
2	132688	132742	54	813167
2	132853	132910	57	813167
2	133782	133871	89	813167
2	133916	134058	142	813167
2	134104	134157	53	813167
2	135521	135633	112	813167
2	135719	136228	509	813167
2	136256	136310	54	813167
2	136426	136508	82	813167
2	136607	136693	86	813167
2	137145	137195	50	813167
2	137582	137641	59	813167
2	137799	137859	60	813167
2	138016	138085	69	813167
2	138230	138295	65	813167
2	140223	140280	57	813167
2	140340	140916	576	813167
2	140971	141237	266	813167
2	141948	142016	68	813167
2	142055	142145	90	813167
2	142259	142316	57	813167
2	142571	142628	57	813167
2	142907	143079	172	813167
2	143194	143251	57	813167
2	143352	143408	56	813167
2	143623	143837	214	813167
2	143924	143990	66	813167
2	145813	146109	296	813167
2	146204	146261	57	813167
2	146963	147119	156	813167
2	147204	147281	77	813167
2	147542	147595	53	813167
2	147863	147913	50	813167
2	150270	150394	124	813167
2	150408	150459	51	813167
2	150743	150823	80	813167
2	150909	150961	52	813167
2	151083	151138	55	813167
2	151253	151436	183	813167
2	153376	153442	66	813167
2	153703	153910	207	813167
2	154015	154092	77	813167
2	154206	154286	80	813167
2	155810	155875	65	813167
2	157032	157087	55	813167
2	157669	157734	65	813167
2	158322	158394	72	813167
2	158476	158658	182	813167
2	159727	160108	381	813167
2	161456	161681	225	813167
2	161767	161835	68	813167
2	162285	162337	52	813167
2	162713	162840	127	813167
2	162893	162961	68	813167
2	163992	164083	91	813167
2	164126	164485	359	813167
2	164561	164642	81	813167
2	164752	164807	55	813167
2	164933	166004	1071	813167
2	166077	166157	80	813167
2	166352	166442	90	813167
2	166989	167061	72	813167
2	167065	167115	50	813167
2	167246	167344	98	813167
2	167423	167484	61	813167
2	167705	167768	63	813167
2	167869	168049	180	813167
2	168064	168411	347	813167
2	169405	169493	88	813167
2	169496	169549	53	813167
2	169639	169693	54	813167
2	169970	170070	100	813167
2	170158	170307	149	813167
2	170418	170586	168	813167
2	170826	170903	77	813167
2	171100	171181	81	813167
2	171273	171424	151	813167
2	171515	171572	57	813167
2	172127	172181	54	813167
2	172302	172494	192	813167
2	172610	172664	54	813167
2	172911	172965	54	813167
2	174605	174817	212	813167
2	177134	177185	51	813167
2	177269	177344	75	813167
2	177608	177823	215	813167
2	177907	177973	66	813167
2	180925	180984	59	813167
2	181423	181578	155	813167
2	182127	182304	177	813167
2	182569	182635	66	813167
2	183872	183930	58	813167
2	184037	184152	115	813167
2	184189	184319	130	813167
2	184404	184455	51	813167
2	185127	185190	63	813167
2	186188	186249	61	813167
2	186361	186412	51	813167
2	186502	186707	205	813167
2	186802	186863	61	813167
2	187163	187214	51	813167
2	187352	187402	50	813167
2	191439	191501	62	813167
2	191602	191677	75	813167
2	191781	191956	175	813167
2	192191	192380	189	813167
2	193597	193676	79	813167
2	193688	193781	93	813167
2	194011	194071	60	813167
2	195763	195860	97	813167
2	195964	196034	70	813167
2	196133	196287	154	813167
2	196394	196459	65	813167
2	196894	196977	83	813167
2	197042	197133	91	813167
2	197244	197308	64	813167
2	197385	197452	67	813167
2	198338	198494	156	813167
2	198595	198662	67	813167
2	198756	198861	105	813167
2	198965	199055	90	813167
2	199319	199397	78	813167
2	201312	201363	51	813167
2	201779	202013	234	813167
2	202304	202412	108	813167
2	202438	202549	111	813167
2	203120	203218	98	813167
2	203237	203447	210	813167
2	205990	206049	59	813167
2	206619	206693	74	813167
2	206806	206861	55	813167
2	206966	207167	201	813167
2	209117	209171	54	813167
2	209263	209351	88	813167
2	209462	209557	95	813167
2	209679	209733	54	813167
2	210021	210077	56	813167
2	210680	210733	53	813167
2	212430	212541	111	813167
2	216106	216157	51	813167
2	216413	216604	191	813167
2	217165	217238	73	813167
2	217271	217365	94	813167
2	217439	217526	87	813167
2	217799	217873	74	813167
2	218288	218343	55	813167
2	221693	221751	58	813167
2	221859	222030	171	813167
2	226974	227053	79	813167
2	227066	227120	54	813167
2	227155	227221	66	813167
2	227313	227535	222	813167
2	228731	228787	56	813167
2	229051	229119	68	813167
2	230494	230559	65	813167
2	235089	235162	73	813167
2	235779	235898	119	813167
2	235958	236336	378	813167
2	236376	236485	109	813167
2	237059	237130	71	813167
2	237167	237254	87	813167
2	237363	237416	53	813167
2	237523	237686	163	813167
2	237768	237907	139	813167
2	238141	238229	88	813167
2	238325	238476	151	813167
2	238571	238625	54	813167
2	238745	238834	89	813167
2	238904	238967	63	813167
2	239095	239146	51	813167
2	240142	240206	64	813167
2	241271	241344	73	813167
2	241431	241641	210	813167
2	241741	241793	52	813167
2	241920	241973	53	813167
2	242078	242128	50	813167
2	242591	242776	185	813167
2	242877	242951	74	813167
2	243219	243271	52	813167
2	244058	244111	53	813167
2	244277	244390	113	813167
2	245230	245285	55	813167
2	245520	245588	68	813167
2	245654	245832	178	813167
2	246685	246852	167	813167
2	246963	247031	68	813167
2	248430	248486	56	813167
2	248559	248715	156	813167
2	250463	250534	71	813167
2	250653	250708	55	813167
2	250824	250878	54	813167
2	250990	251121	131	813167
2	251254	251601	347	813167
2	251644	251773	129	813167
2	252166	252264	98	813167
2	254455	254532	77	813167
2	254578	254632	54	813167
2	254905	255150	245	813167
2	255679	255767	88	813167
2	255875	256168	293	813167
2	256272	256329	57	813167
2	256807	257037	230	813167
2	258007	258216	209	813167
2	258332	258404	72	813167
2	258493	258559	66	813167
2	258666	258754	88	813167
2	258897	258974	77	813167
2	259019	259128	109	813167
2	259216	259282	66	813167
2	259393	259498	105	813167
2	265585	265652	67	813167
2	265742	265795	53	813167
2	266075	266162	87	813167
2	266269	266340	71	813167
2	266376	266535	159	813167
2	266613	266671	58	813167
2	267234	267299	65	813167
2	267385	267609	224	813167
2	267693	267757	64	813167
2	267858	267914	56	813167
2	269441	269518	77	813167
2	269607	269788	181	813167
2	270075	270172	97	813167
2	270632	270696	64	813167
2	270792	270863	71	813167
2	273591	273646	55	813167
2	273757	273957	200	813167
2	274060	274142	82	813167
2	274220	274297	77	813167
2	274390	274467	77	813167
2	275145	275196	51	813167
2	275306	275377	71	813167
2	275470	275524	54	813167
2	275638	275811	173	813167
2	275908	275983	75	813167
2	276092	276156	64	813167
2	276406	276472	66	813167
2	276578	276765	187	813167
2	276854	276916	62	813167
2	277029	277081	52	813167
2	278343	278430	87	813167
2	278511	278589	78	813167
2	278664	278739	75	813167
2	278840	278909	69	813167
2	278990	279048	58	813167
2	279187	279238	51	813167
2	280723	280815	92	813167
2	280906	281290	384	813167
2	281406	281464	58	813167
2	281554	281623	69	813167
2	283357	283434	77	813167
2	283489	283636	147	813167
2	284304	284388	84	813167
2	287740	287802	62	813167
2	288087	288257	170	813167
2	288556	288606	50	813167
2	288734	288798	64	813167
2	289198	289334	136	813167
2	289938	289994	56	813167
2	290303	290377	74	813167
2	291942	292084	142	813167
2	292105	292199	94	813167
2	292327	292474	147	813167
2	292572	292631	59	813167
2	292726	292807	81	813167
2	293424	293486	62	813167
2	293597	293653	56	813167
2	294115	294245	130	813167
2	294306	294379	73	813167
2	294499	294557	58	813167
2	295293	295351	58	813167
2	295912	295980	68	813167
2	296095	296277	182	813167
2	296329	296419	90	813167
2	296700	296750	50	813167
2	297827	297996	169	813167
2	298081	298207	126	813167
2	299759	299809	50	813167
2	299923	300006	83	813167
2	300048	300148	100	813167
2	301357	301495	138	813167
2	301630	301783	153	813167
2	301903	301965	62	813167
2	304337	304407	70	813167
2	306030	306254	224	813167
2	306674	306727	53	813167
2	306840	306901	61	813167
2	306985	307125	140	813167
2	307343	307558	215	813167
2	307659	307714	55	813167
2	308718	308933	215	813167
2	308979	309030	51	813167
2	310392	310569	177	813167
2	310670	310739	69	813167
2	311003	311055	52	813167
2	311496	311766	270	813167
2	313879	313950	71	813167
2	314952	315038	86	813167
2	315152	315227	75	813167
2	315284	315502	218	813167
2	315944	316012	68	813167
2	316554	316804	250	813167
2	316917	316970	53	813167
2	317083	317152	69	813167
2	317237	317300	63	813167
2	317720	317781	61	813167
2	317871	317964	93	813167
2	318022	318222	200	813167
2	318311	318375	64	813167
2	318480	318531	51	813167
2	318636	318709	73	813167
2	318783	318839	56	813167
2	320088	320168	80	813167
2	320337	320413	76	813167
2	321148	321207	59	813167
2	321466	321550	84	813167
2	321651	321825	174	813167
2	321904	321963	59	813167
2	323936	323996	60	813167
2	324078	324356	278	813167
2	324558	324612	54	813167
2	325973	326024	51	813167
2	326149	326310	161	813167
2	326566	326619	53	813167
2	326713	326786	73	813167
2	326911	326967	56	813167
2	327061	327135	74	813167
2	327542	327649	107	813167
2	329768	329820	52	813167
2	330096	330191	95	813167
2	330248	330456	208	813167
2	330557	330629	72	813167
2	330716	330776	60	813167
2	331067	331129	62	813167
2	331215	331272	57	813167
2	331403	331460	57	813167
2	331573	331730	157	813167
2	332288	332344	56	813167
2	332418	332812	394	813167
2	332917	332977	60	813167
2	333069	333120	51	813167
2	333798	333899	101	813167
2	333950	334200	250	813167
2	334294	334380	86	813167
2	336580	336647	67	813167
2	336887	337204	317	813167
2	337470	337549	79	813167
2	338292	338346	54	813167
2	338455	338623	168	813167
2	338734	338797	63	813167
2	339255	339333	78	813167
2	339425	339578	153	813167
2	339657	339719	62	813167
2	340463	340515	52	813167
2	340637	340722	85	813167
2	340781	340963	182	813167
2	341271	341488	217	813167
2	341536	341651	115	813167
2	341756	341992	236	813167
2	342106	342497	391	813167
2	342745	342837	92	813167
2	342931	343014	83	813167
2	344166	344284	118	813167
2	344322	344403	81	813167
2	344432	344588	156	813167
2	346972	347042	70	813167
2	347150	347202	52	813167
2	347317	347434	117	813167
2	347676	347787	111	813167
2	347901	347959	58	813167
2	348069	348128	59	813167
2	348576	348645	69	813167
2	349369	349434	65	813167
2	349553	349606	53	813167
2	349694	349798	104	813167
2	349882	349935	53	813167
2	350059	350148	89	813167
2	350870	351031	161	813167
2	351161	351213	52	813167
2	351515	351583	68	813167
2	351826	351931	105	813167
2	352112	352164	52	813167
2	352894	352979	85	813167
2	353073	353126	53	813167
2	353236	353299	63	813167
2	353392	353560	168	813167
2	353646	353734	88	813167
2	355717	355798	81	813167
2	355898	355953	55	813167
2	356077	356208	131	813167
2	356283	356366	83	813167
2	356446	356504	58	813167
2	356605	356841	236	813167
2	359064	359125	61	813167
2	359991	360052	61	813167
2	360169	360219	50	813167
2	360328	360637	309	813167
2	360711	360788	77	813167
2	360896	360950	54	813167
2	361222	361282	60	813167
2	362450	362521	71	813167
2	362567	362837	270	813167
2	363087	363176	89	813167
2	364599	364670	71	813167
2	364717	364774	57	813167
2	365584	365639	55	813167
2	365733	365879	146	813167
2	365960	366046	86	813167
2	366468	366521	53	813167
2	366605	366733	128	813167
2	366845	366923	78	813167
2	367019	367070	51	813167
2	367453	367505	52	813167
2	367957	368025	68	813167
2	368087	368149	62	813167
2	368218	368360	142	813167
2	369077	369127	50	813167
2	369241	369295	54	813167
2	369399	369458	59	813167
2	369574	369644	70	813167
2	369731	369958	227	813167
2	370817	370875	58	813167
2	370980	371389	409	813167
2	371703	371837	134	813167
2	371985	372058	73	813167
2	372747	372813	66	813167
2	373152	373430	278	813167
2	373534	373626	92	813167
2	373666	373733	67	813167
2	375841	375974	133	813167
2	375976	376468	492	813167
2	378564	379117	553	813167
2	380016	380221	205	813167
2	380306	380393	87	813167
2	380815	380875	60	813167
2	381182	381252	70	813167
2	381336	381394	58	813167
2	381709	381798	89	813167
2	381884	381982	98	813167
2	382751	382854	103	813167
2	382933	383123	190	813167
2	383389	383439	50	813167
2	383875	383938	63	813167
2	385421	385482	61	813167
2	385935	386025	90	813167
2	386095	386283	188	813167
2	386370	386441	71	813167
2	386844	386904	60	813167
2	389199	389323	124	813167
2	389606	389677	71	813167
2	389790	389846	56	813167
2	389934	390077	143	813167
2	390169	390237	68	813167
2	390359	390429	70	813167
2	390687	390750	63	813167
2	390835	390917	82	813167
2	391187	391246	59	813167
2	391662	391816	154	813167
2	391934	392072	138	813167
2	392330	392538	208	813167
2	392637	392988	351	813167
2	393396	393473	77	813167
2	394844	394909	65	813167
2	394980	395033	53	813167
2	395164	395249	85	813167
2	395301	395360	59	813167
2	397687	397739	52	813167
2	398291	398494	203	813167
2	398777	398835	58	813167
2	400753	400816	63	813167
2	400918	401143	225	813167
2	401228	401320	92	813167
2	401597	401665	68	813167
2	405054	405122	68	813167
2	405207	405277	70	813167
2	405382	405543	161	813167
2	405771	405824	53	813167
2	405893	406002	109	813167
2	406032	406091	59	813167
2	406369	406478	109	813167
2	407213	407563	350	813167
2	407939	408075	136	813167
2	408539	408819	280	813167
2	408938	409054	116	813167
2	410597	410667	70	813167
2	410761	411000	239	813167
2	414029	414102	73	813167
2	415273	415439	166	813167
2	415474	415856	382	813167
2	415955	416008	53	813167
2	417247	417324	77	813167
2	417413	417485	72	813167
2	417563	417711	148	813167
2	417813	417891	78	813167
2	418129	418325	196	813167
2	418773	418827	54	813167
2	419238	419434	196	813167
2	419693	419905	212	813167
2	420041	420178	137	813167
2	422055	422131	76	813167
2	422649	422710	61	813167
2	423176	423228	52	813167
2	423314	423554	240	813167
2	423645	423749	104	813167
2	423832	423893	61	813167
2	424014	424066	52	813167
2	424157	424218	61	813167
2	424881	424940	59	813167
2	425694	425756	62	813167
2	425861	426101	240	813167
2	426475	426565	90	813167
2	426884	427125	241	813167
2	427500	427672	172	813167
2	429173	429550	377	813167
2	431054	431132	78	813167
2	431228	431346	118	813167
2	431810	431966	156	813167
2	432057	432134	77	813167
2	432223	432290	67	813167
2	433021	433073	52	813167
2	433188	433268	80	813167
2	434163	434280	117	813167
2	434381	434434	53	813167
2	434572	434645	73	813167
2	435068	435120	52	813167
2	435390	435455	65	813167
2	435565	435630	65	813167
2	435748	435924	176	813167
2	436725	436916	191	813167
2	436997	437073	76	813167
2	437343	437401	58	813167
2	437669	437725	56	813167
2	439756	439824	68	813167
2	440820	440873	53	813167
2	440967	441033	66	813167
2	441150	441200	50	813167
2	441294	441499	205	813167
2	441583	441649	66	813167
2	441761	441822	61	813167
2	441927	441982	55	813167
2	442590	442641	51	813167
2	442912	442991	79	813167
2	443668	443819	151	813167
2	444117	444169	52	813167
2	444420	444484	64	813167
2	444741	444975	234	813167
2	445044	445116	72	813167
2	446436	446490	54	813167
2	446556	446659	103	813167
2	447047	447104	57	813167
2	447388	447526	138	813167
2	447644	447698	54	813167
2	447816	447870	54	813167
2	448137	448197	60	813167
2	449168	449235	67	813167
2	449311	449493	182	813167
2	449626	449678	52	813167
2	450757	450846	89	813167
2	452089	452280	191	813167
2	452315	452621	306	813167
2	453273	453326	53	813167
2	453417	453575	158	813167
2	454589	454766	177	813167
2	454876	454931	55	813167
2	457615	457682	67	813167
2	457753	457810	57	813167
2	458261	458321	60	813167
2	458406	458558	152	813167
2	458684	458800	116	813167
2	458889	458963	74	813167
2	459082	459139	57	813167
2	460506	460622	116	813167
2	460703	460796	93	813167
2	460900	460983	83	813167
2	461089	461157	68	813167
2	461432	461490	58	813167
2	461773	461853	80	813167
2	461908	462082	174	813167
2	462200	462271	71	813167
2	462685	462738	53	813167
2	465951	466154	203	813167
2	466170	466503	333	813167
2	466564	466622	58	813167
2	466989	467157	168	813167
2	467274	467338	64	813167
2	469586	469721	135	813167
2	473551	473604	53	813167
2	473687	473758	71	813167
2	474004	474317	313	813167
2	476501	476567	66	813167
2	476696	476830	134	813167
2	477145	477221	76	813167
2	477251	477671	420	813167
2	479059	479286	227	813167
2	479381	479450	69	813167
2	479554	479618	64	813167
2	480350	480407	57	813167
2	480493	480583	90	813167
2	480680	480743	63	813167
2	480983	481189	206	813167
2	481257	481363	106	813167
2	483493	483725	232	813167
2	484552	484729	177	813167
2	484807	484863	56	813167
2	485154	485215	61	813167
2	485488	485541	53	813167
2	486263	486316	53	813167
2	486566	486630	64	813167
2	486717	486949	232	813167
2	487032	487116	84	813167
2	487223	487273	50	813167
2	487402	487460	58	813167
2	488234	488295	61	813167
2	488383	488455	72	813167
2	488563	488735	172	813167
2	490384	490444	60	813167
2	490537	490619	82	813167
2	490712	490781	69	813167
2	491080	491198	118	813167
2	492704	492755	51	813167
2	492868	492951	83	813167
2	492953	493062	109	813167
2	493326	493382	56	813167
2	493487	493570	83	813167
2	493669	493762	93	813167
2	493828	493890	62	813167
2	493988	494046	58	813167
2	494142	494262	120	813167
2	494341	494467	126	813167
2	495037	495111	74	813167
2	495374	495566	192	813167
2	495665	495716	51	813167
2	496599	496655	56	813167
2	496767	496822	55	813167
2	496935	497140	205	813167
2	497224	497278	54	813167
2	497363	497437	74	813167
2	497694	497757	63	813167
2	497863	497928	65	813167
2	499089	499152	63	813167
2	499293	499383	90	813167
2	499454	499551	97	813167
2	499637	499699	62	813167
2	500778	500848	70	813167
2	501110	501163	53	813167
2	501293	501343	50	813167
2	501467	501527	60	813167
2	501623	501798	175	813167
2	501905	501973	68	813167
2	502080	502141	61	813167
2	504101	504154	53	813167
2	504261	504346	85	813167
2	504398	504748	350	813167
2	505317	505390	73	813167
2	505450	505626	176	813167
2	506374	506431	57	813167
2	507624	507702	78	813167
2	512063	512125	62	813167
2	512413	512469	56	813167
2	512575	512648	73	813167
2	512789	512916	127	813167
2	513005	513100	95	813167
2	513556	513622	66	813167
2	513875	513943	68	813167
2	515093	515143	50	813167
2	515256	515308	52	813167
2	515416	515616	200	813167
2	515732	515789	57	813167
2	515892	515956	64	813167
2	516846	516934	88	813167
2	517184	517335	151	813167
2	522290	522343	53	813167
2	522423	522549	126	813167
2	524776	524837	61	813167
2	524921	524974	53	813167
2	525635	525733	98	813167
2	526254	526317	63	813167
2	526416	526469	53	813167
2	526576	526649	73	813167
2	526741	526839	98	813167
2	526922	527098	176	813167
2	527719	527780	61	813167
2	527891	527949	58	813167
2	528070	528251	181	813167
2	528354	528406	52	813167
2	528512	528567	55	813167
2	531158	531226	68	813167
2	531923	531984	61	813167
2	532089	532149	60	813167
2	532237	532492	255	813167
2	532578	532635	57	813167
2	532742	532798	56	813167
2	533067	533157	90	813167
2	533233	533344	111	813167
2	533423	533591	168	813167
2	533708	533768	60	813167
2	534824	534918	94	813167
2	534991	535181	190	813167
2	535297	535348	51	813167
2	535607	535685	78	813167
2	535769	535831	62	813167
2	535935	535986	51	813167
2	536246	536573	327	813167
2	537184	537236	52	813167
2	537502	537684	182	813167
2	537808	537860	52	813167
2	537974	538033	59	813167
2	538447	538505	58	813167
2	538946	539022	76	813167
2	539575	539629	54	813167
2	539725	539905	180	813167
2	540013	540084	71	813167
2	541139	541229	90	813167
2	541578	541655	77	813167
2	542633	542692	59	813167
2	544182	544248	66	813167
2	544521	544873	352	813167
2	544968	545031	63	813167
2	546000	546090	90	813167
2	546140	546306	166	813167
2	547208	547273	65	813167
2	548273	548344	71	813167
2	548631	548687	56	813167
2	548776	548828	52	813167
2	548943	548999	56	813167
2	549101	549173	72	813167
2	549197	549294	97	813167
2	549388	549444	56	813167
2	549524	549710	186	813167
2	549977	550047	70	813167
2	552083	552141	58	813167
2	552590	552644	54	813167
2	552750	552810	60	813167
2	552914	552988	74	813167
2	553077	553127	50	813167
2	553240	553465	225	813167
2	553519	553586	67	813167
2	553683	553756	73	813167
2	554343	554394	51	813167
2	554553	554619	66	813167
2	554726	554965	239	813167
2	555359	555539	180	813167
2	555621	556173	552	813167
2	556310	556485	175	813167
2	557972	558031	59	813167
2	558145	558197	52	813167
2	558269	558380	111	813167
2	558456	558633	177	813167
2	558757	558810	53	813167
2	559616	559688	72	813167
2	559776	559985	209	813167
2	560237	560291	54	813167
2	560716	560773	57	813167
2	560870	560929	59	813167
2	561031	561305	274	813167
2	561420	561567	147	813167
2	561630	561701	71	813167
2	562489	562549	60	813167
2	562826	562963	137	813167
2	564709	565211	502	813167
2	565453	565614	161	813167
2	565711	565795	84	813167
2	566055	566118	63	813167
2	567163	567253	90	813167
2	567380	567469	89	813167
2	567717	567796	79	813167
2	567868	567939	71	813167
2	568216	568270	54	813167
2	568367	568453	86	813167
2	568544	568744	200	813167
2	568812	568903	91	813167
2	569010	569078	68	813167
2	569331	569394	63	813167
2	569792	569842	50	813167
2	570920	570985	65	813167
2	571040	571146	106	813167
2	571247	571433	186	813167
2	571927	572011	84	813167
2	572114	572218	104	813167
2	572318	572444	126	813167
2	572494	572567	73	813167
2	572660	572734	74	813167
2	573293	573366	73	813167
2	573659	573870	211	813167
2	574042	574100	58	813167
2	575959	576029	70	813167
2	576111	576311	200	813167
2	576560	576616	56	813167
2	577471	577528	57	813167
2	577797	577855	58	813167
2	578126	578325	199	813167
2	578433	578489	56	813167
2	578763	578814	51	813167
2	578938	578999	61	813167
2	579014	579120	106	813167
2	581471	581663	192	813167
2	582207	582381	174	813167
2	582479	582548	69	813167
2	582640	582703	63	813167
2	583155	583210	55	813167
2	583289	583348	59	813167
2	583439	583598	159	813167
2	583705	583795	90	813167
2	584063	584113	50	813167
2	584224	584282	58	813167
2	584606	584749	143	813167
2	586064	586117	53	813167
2	586213	586540	327	813167
2	586630	586704	74	813167
2	587618	587707	89	813167
2	589185	589410	225	813167
2	589515	589667	152	813167
2	590070	590134	64	813167
2	590260	590320	60	813167
2	591381	591674	293	813167
2	592503	592553	50	813167
2	592629	592679	50	813167
2	592792	593191	399	813167
2	593463	593517	54	813167
2	594874	594985	111	813167
2	595096	595180	84	813167
2	595559	595965	406	813167
2	596029	596102	73	813167
2	596841	596895	54	813167
2	596997	597079	82	813167
2	597081	597334	253	813167
2	597421	597503	82	813167
2	597599	597654	55	813167
2	597751	597823	72	813167
2	598999	599061	62	813167
2	599141	599212	71	813167
2	599333	599390	57	813167
2	599665	599728	63	813167
2	599816	599901	85	813167
2	600006	600135	129	813167
2	600247	600319	72	813167
2	600425	600510	85	813167
2	600597	600655	58	813167
2	600774	600839	65	813167
2	600933	601016	83	813167
2	602241	602503	262	813167
2	603528	603593	65	813167
2	604189	604474	285	813167
2	605510	605577	67	813167
2	605655	605712	57	813167
2	605830	605922	92	813167
2	605941	606066	125	813167
2	606088	606253	165	813167
2	607230	607462	232	813167
2	607550	607643	93	813167
2	607887	607966	79	813167
2	608061	608133	72	813167
2	608398	608448	50	813167
2	609439	609492	53	813167
2	609603	609664	61	813167
2	609776	609895	119	813167
2	609974	610075	101	813167
2	610368	610439	71	813167
2	610499	610573	74	813167
2	611423	611494	71	813167
2	611580	611648	68	813167
2	611748	611801	53	813167
2	611898	612164	266	813167
2	613938	614447	509	813167
2	614556	614614	58	813167
2	615023	615334	311	813167
2	615871	616038	167	813167
2	617672	617727	55	813167
2	618578	618811	233	813167
2	618919	618971	52	813167
2	619391	619444	53	813167
2	620460	620525	65	813167
2	620609	620790	181	813167
2	620889	620942	53	813167
2	621056	621116	60	813167
2	621991	622090	99	813167
2	622371	622435	64	813167
2	622551	622634	83	813167
2	622690	622852	162	813167
2	623103	623159	56	813167
2	623233	623445	212	813167
2	623534	623601	67	813167
2	623693	623758	65	813167
2	624020	624082	62	813167
2	624203	624290	87	813167
2	624365	624437	72	813167
2	624696	624790	94	813167
2	624893	624947	54	813167
2	624971	625280	309	813167
2	625407	625658	251	813167
2	625776	625831	55	813167
2	628092	628189	97	813167
2	628311	628380	69	813167
2	628430	628889	459	813167
2	628957	629104	147	813167
2	629534	629588	54	813167
2	631486	631588	102	813167
2	631994	632163	169	813167
2	632409	632466	57	813167
2	632598	632657	59	813167
2	632922	632973	51	813167
2	633437	633580	143	813167
2	633678	633751	73	813167
2	634901	635059	158	813167
2	635157	635232	75	813167
2	635350	635407	57	813167
2	635506	635560	54	813167
2	635664	635717	53	813167
2	635836	635886	50	813167
2	637791	637847	56	813167
2	641978	642045	67	813167
2	642316	642370	54	813167
2	642658	642790	132	813167
2	642954	643008	54	813167
2	643120	643174	54	813167
2	643284	643348	64	813167
2	643447	643501	54	813167
2	644013	644074	61	813167
2	644501	644589	88	813167
2	645045	645119	74	813167
2	645219	645300	81	813167
2	645400	645502	102	813167
2	645603	645658	55	813167
2	645909	645999	90	813167
2	646133	646207	74	813167
2	646271	646330	59	813167
2	646911	646965	54	813167
2	647083	647140	57	813167
2	647234	647442	208	813167
2	647549	647606	57	813167
2	647694	647790	96	813167
2	649917	650018	101	813167
2	650101	650251	150	813167
2	650357	650437	80	813167
2	650687	650741	54	813167
2	651185	651290	105	813167
2	651737	651800	63	813167
2	653100	653295	195	813167
2	653407	653468	61	813167
2	653572	653628	56	813167
2	653752	653808	56	813167
2	653923	653990	67	813167
2	654847	654952	105	813167
2	655367	655456	89	813167
2	655730	655815	85	813167
2	657304	657377	73	813167
2	657470	657533	63	813167
2	657633	657773	140	813167
2	657882	657946	64	813167
2	658048	658101	53	813167
2	658211	658283	72	813167
2	658381	658434	53	813167
2	658577	658644	67	813167
2	662240	662340	100	813167
2	662450	662650	200	813167
2	662669	662841	172	813167
2	662947	663002	55	813167
2	664428	664490	62	813167
2	664573	664633	60	813167
2	664747	664900	153	813167
2	665002	665084	82	813167
2	666287	666371	84	813167
2	666470	666546	76	813167
2	666572	666684	112	813167
2	666763	666815	52	813167
2	668067	668120	53	813167
2	668413	668584	171	813167
2	668707	668852	145	813167
2	668957	669009	52	813167
2	669333	669383	50	813167
2	669483	669548	65	813167
2	669668	669719	51	813167
2	669819	669870	51	813167
2	669974	670060	86	813167
2	670152	670211	59	813167
2	670325	670463	138	813167
2	670555	670654	99	813167
2	670733	670791	58	813167
2	671396	671460	64	813167
2	673481	673611	130	813167
2	674205	674258	53	813167
2	674846	674908	62	813167
2	675020	675071	51	813167
2	675180	675307	127	813167
2	675575	675636	61	813167
2	675737	675807	70	813167
2	676249	676315	66	813167
2	678922	678986	64	813167
2	679083	679148	65	813167
2	679255	679438	183	813167
2	679510	679587	77	813167
2	679939	679989	50	813167
2	680117	680187	70	813167
2	680214	680304	90	813167
2	680565	680622	57	813167
2	681872	681987	115	813167
2	681993	682185	192	813167
2	682799	682853	54	813167
2	683129	683301	172	813167
2	683395	683453	58	813167
2	684605	684704	99	813167
2	684767	684940	173	813167
2	685221	685282	61	813167
2	686461	686524	63	813167
2	686635	686787	152	813167
2	686909	686966	57	813167
2	687071	687135	64	813167
2	687207	687285	78	813167
2	691218	691316	98	813167
2	691737	691925	188	813167
2	692015	692068	53	813167
2	692342	692400	58	813167
2	694529	694635	106	813167
2	694733	695041	308	813167
2	696904	696972	68	813167
2	697416	697559	143	813167
2	697616	697873	257	813167
2	698021	698147	126	813167
2	699934	699986	52	813167
2	700080	700261	181	813167
2	700356	700438	82	813167
